,Week,Rank,Fantasy
5255,12,4,13.2
5256,13,19,14.3
5257,14,13,10
5258,15,30,11.5
5259,16,2,2
5260,1,11,16.2
5261,2,32,11.1
5262,3,2,2
5263,4,24,13.9
5264,5,29,8.1
5265,6,20,6.6
5266,7,26,15.6
5267,8,24,17.2
5268,9,4,8.4
5269,10,8,22.6
5270,11,17,17
5271,12,30,27.9
5272,13,28,11.1
5273,14,21,4.4
5274,15,32,5.7
5275,1,8,4.9
5276,2,17,14
5277,3,28,16.4
5278,4,13,23.5
5279,5,5,15.4
5280,6,7,24.5
5281,7,30,32.1
5282,8,13,14.6
5283,9,21,32.1
5284,10,26,9.6
5285,11,20,17.1
5286,1,24,18.6
5287,2,18,24.6
5288,3,20,14.4
5289,4,28,23.9
5290,5,32,18
5291,6,21,33
5292,8,11,18.3
5293,9,32,22.5
5294,10,13,15.6
5295,11,26,18.6
5296,15,2,11.4
5297,16,13,6.6
5298,1,20,1.7
5299,2,13,2.4
5300,3,27,4.3
5301,4,21,1.1
5302,5,8,0.1
5303,6,11,0.8
5304,7,10,6.9
5305,8,28,6.9
5306,9,8,9.2
5307,10,26,5.8
5308,11,2,13.2
5309,12,24,10.7
5310,13,17,9.2
5311,14,30,3.9
5312,15,13,17.6
5313,16,24,8.1
5314,1,3,6.1
5315,2,29,4.4
5316,3,32,1.2
5317,4,7,11.7
5318,5,30,6.3
5319,6,1,11.9
5320,7,16,3.3
5321,8,4,5.8
5322,9,29,5.9
5323,10,22,10.2
5324,11,10,7.7
5325,12,18,3.1
5326,13,7,11.6
5327,14,9,1.4
5328,1,27,17
5329,2,4,4.3
5330,3,5,4
5331,4,12,6.6
5332,5,18,2.8
5333,6,2,1.4
5334,7,8,15.5
5335,8,6,18.2
5336,9,7,6.8
5337,10,10,3.2
5338,11,4,4.1
5339,12,29,3.4
5340,13,5,5.2
5341,14,23,4.4
5342,16,10,2.3
5343,1,29,3.5
5344,2,28,6.5
5345,3,7,1.2
5346,4,6,14.2
5347,5,22,11
5348,6,27,2.6
5349,7,11,1
5350,8,9,0.4
5351,9,1,0.1
5352,10,19,22.3
5353,11,1,6.1
5354,12,20,3.1
5355,13,26,0.9
5356,14,18,2.4
5357,15,9,1.5
5358,1,9,5.1
5359,2,16,21.9
5360,3,24,11.7
5361,4,8,7.1
5362,5,26,12.1
5363,6,22,12.1
5364,7,20,-0.5
5365,8,26,4.2
5366,9,32,4.7
5367,10,23,25.2
5368,11,31,14
5369,12,11,5.7
5370,14,11,9.6
5371,15,1,2.6
5372,1,16,22.2
5373,2,27,3.9
5374,3,21,17.1
5375,4,5,0.3
5376,5,13,29.1
5377,6,10,5.2
5378,7,9,5
5379,8,1,3.8
5380,9,27,6
5381,10,18,9.7
5382,11,7,6
5383,12,3,10.7
5384,13,18,0.7
5385,1,28,4.2
5386,2,22,1.9
5387,3,18,3.1
5388,4,20,3.8
5389,5,12,5.6
5390,6,26,21.8
5391,7,29,20.3
5392,9,16,10.7
5393,10,1,0.5
5394,11,22,3.3
5395,12,7,1.4
5396,13,11,0.4
5397,14,27,12.8
5398,15,16,2.8
5399,16,1,1.8
5400,1,20,27.9
5401,2,18,15.4
5402,3,21,10.6
5403,4,23,10.8
5404,5,2,13.8
5405,6,10,3.3
5406,7,14,16.8
5407,8,29,6.3
5408,9,31,21.9
5409,10,7,31.1
5410,11,21,27.5
5411,12,18,20.6
5412,13,24,22.9
5413,14,19,8.6
5414,16,19,39.1
5415,1,30,12.3
5416,3,32,13.9
5417,5,9,15.1
5418,6,16,21.3
5419,7,15,20.7
5420,8,30,13.9
5421,9,5,6.3
5422,10,26,17.3
5423,11,1,12.6
5424,12,2,13.7
5425,13,4,21.3
5426,14,17,28
5427,15,15,8.4
5428,1,12,8.5
5429,2,16,15.8
5430,3,17,13.1
5431,4,3,36.3
5432,5,8,9.9
5433,6,22,23.9
5434,7,1,9.8
5435,8,10,9.1
5436,9,2,12.1
5437,10,6,9.2
5438,11,32,22.4
5439,12,6,7.9
5440,13,25,11.7
5441,14,28,20.8
5442,15,3,4.5
5443,16,25,4.2
5444,1,25,18
5445,2,6,6.7
5446,4,28,14.5
5447,5,17,18.3
5448,6,20,21.9
5449,7,3,7.4
5450,8,23,15
5451,9,29,11.3
5452,10,8,16.1
5453,11,15,5.7
5454,12,5,16.9
5455,13,17,9.1
5456,14,31,25.7
5457,15,28,6
5458,1,22,1.7
5459,2,8,2.7
5460,3,2,15.4
5461,4,6,6.3
5462,5,28,10.9
5463,6,3,3.9
5464,7,21,6.4
5465,8,17,13.7
5466,9,3,15.1
5467,10,24,16.3
5468,11,6,7.9
5469,12,16,13
5470,13,20,24.6
5471,14,1,15.6
5472,15,32,7.3
5473,16,20,29.6
5474,1,7,7.4
5475,2,19,8.7
5476,3,12,9.2
5477,4,10,24.5
5478,5,31,19.7
5479,7,25,14.5
5480,8,16,13.6
5481,9,19,7.2
5482,10,18,5.7
5483,11,12,27.9
5484,12,29,9.1
5485,13,14,6.3
5486,14,24,7.3
5487,15,23,10.5
5488,1,14,25.4
5489,2,12,6.3
5490,3,23,14.8
5491,4,24,3.9
5492,5,7,14.8
5493,6,19,5.6
5494,7,10,15
5495,8,6,8.9
5496,9,32,8.2
5497,10,21,16.9
5498,13,29,9.8
5499,15,31,16.1
5500,16,21,19.7
5501,1,6,1.4
5502,2,32,12.3
5503,3,16,7.1
5504,4,2,6.3
5505,6,30,11.3
5506,7,16,21.4
5507,8,20,7.4
5508,9,3,3
5509,10,15,4.4
5510,11,11,8.5
5511,12,19,4.5
5512,13,7,0.9
5513,14,25,10.3
5514,15,2,10.1
5515,16,32,13.4
5516,2,21,9
5517,3,14,7.9
5518,4,31,6.4
5519,5,23,12
5520,6,7,17
5521,7,18,3.5
5522,8,24,8.3
5523,9,21,14
5524,10,3,12.5
5525,11,18,6.7
5526,12,1,2.2
5527,13,10,7.8
5528,14,12,16.4
5529,15,29,9.7
5530,16,12,1.3
5531,1,4,3.9
5532,2,5,21
5533,3,10,14.3
5534,4,15,11.8
5535,5,11,42.2
5536,6,26,4
5537,7,24,14.3
5538,8,7,34.6
5539,9,14,2.9
5540,10,31,27.3
5541,11,8,3.8
5542,12,30,3.1
5543,14,4,17.1
5544,15,5,26
5545,16,26,14.3
5546,1,24,6.6
5547,2,4,6.6
5548,3,9,25
5549,4,21,6
5550,5,14,20.7
5551,6,12,13.5
5552,7,7,3.2
5553,8,18,7.6
5554,9,20,15.2
5555,10,5,7.5
5556,11,2,6.8
5557,12,14,6.2
5558,13,19,11.5
5559,14,7,3.2
5560,15,26,17.8
5561,16,24,5.3
5562,1,11,13.9
5563,2,2,19.5
5564,3,29,3.7
5565,7,28,14
5566,8,26,20.3
5567,9,11,9.5
5568,10,16,3.1
5569,11,4,6
5570,12,9,11.5
5571,13,15,6.7
5572,14,32,26.3
5573,16,15,17.7
5574,1,5,1.1
5575,2,15,6.4
5576,3,18,9.5
5577,4,12,10
5578,5,19,13
5579,6,28,23.8
5580,7,17,2.5
5581,8,22,8.2
5582,13,31,15.4
5583,14,8,5.5
5584,15,21,24.7
5585,16,29,7.3
5586,1,19,16.9
5587,2,17,6
5588,3,22,28.1
5589,4,11,8.9
5590,5,29,10.92
5591,6,21,6.6
5592,9,23,7.4
5593,10,29,12.2
5594,11,31,10.2
5595,12,23,8.4
5596,13,8,2.3
5597,14,18,8.9
5598,15,12,23
5599,16,31,17.7
5600,1,16,2
5601,2,30,14.3
5602,3,25,14.9
5603,4,1,10.9
5604,5,12,6.9
5605,6,32,6.6
5606,7,15,3.4
5607,9,20,1.6
5608,10,32,4.5
5609,11,10,6.5
5610,12,11,2.5
5611,13,3,0.6
5612,14,6,1.5
5613,15,1,4.2
5614,5,10,3.8
5615,6,6,4.8
5616,7,12,6.9
5617,8,4,9.4
5618,9,9,22.9
5619,10,24,19.3
5620,11,7,9
5621,12,10,11
5622,13,21,14.4
5623,14,5,2.4
5624,15,24,16.7
5625,16,7,18.2
5626,1,16,9.8
5627,2,30,11.7
5628,6,32,2.6
5629,7,15,10.9
5630,9,20,5
5631,10,32,7.9
5632,11,10,11.4
5633,12,11,16.1
5634,13,3,11.8
5635,14,6,6.9
5636,15,1,4.8
5637,1,19,10.7
5638,2,17,2.3
5639,3,22,0.2
5640,4,11,2
5641,5,29,3.4
5642,6,21,7.9
5643,7,4,27
5644,8,28,27.7
5645,9,23,1.9
5646,10,29,3.2
5647,11,31,12.4
5648,12,23,0.2
5649,13,8,9.4
5650,14,18,4.9
5651,15,12,2.5
5652,16,31,7.5
