,Week,Opponent,Rank,Fantasy
3849,15,SEA,1,8.3
3850,16,SFO,3,4
3851,1,NYG,18,12.5
3852,2,KAN,6,7.4
3853,3,STL,13,26.3
3854,4,SDG,11,9.2
3855,5,DEN,22,10.8
3856,9,MIN,32,5
3857,11,NYG,18,12.6
3858,12,OAK,29,28.2
3859,13,CHI,31,15.5
3860,14,GNB,25,21.3
3861,16,PHI,17,6.7
3862,1,DEN,22,13.1
3863,2,CLE,23,2.5
3864,4,BUF,20,1.7
3865,5,MIA,8,20.2
3866,6,GNB,25,4.9
3867,7,PIT,14,7.2
3868,8,CLE,23,3.8
3869,9,CIN,5,5.6
3870,10,CHI,31,20.8
3871,11,NYJ,19,2.7
3872,12,PIT,14,7
3873,13,MIN,32,10.9
3874,14,DET,15,6.4
3875,15,NWE,10,6.3
3876,16,CIN,5,7
3877,1,TAM,21,1.5
3878,2,NWE,10,5.2
3879,3,BUF,20,0.5
3880,5,ATL,27,2.7
3881,6,PIT,14,1.6
3882,7,NWE,10,10.2
3883,8,CIN,5,1.1
3884,10,BUF,20,15.8
3885,11,BAL,12,3.5
3886,12,MIA,8,7.3
3887,13,OAK,29,13.6
3888,14,CAR,2,6.6
3889,15,CLE,23,10.9
3890,16,MIA,8,1.9
3891,1,SDG,11,6.2
3892,2,TEN,16,10.1
3893,3,BAL,12,4.3
3894,4,SEA,1,2.5
3895,5,SFO,3,2
3896,6,STL,13,8.8
3897,7,KAN,6,5.5
3898,8,IND,9,7.9
3899,9,ARI,7,6.4
3900,10,OAK,29,11.7
3901,11,JAX,28,2.7
3902,12,NWE,10,28.2
3903,13,JAX,28,5.6
3904,14,IND,9,9.2
3905,1,BUF,20,2.6
3906,2,NYJ,19,4
3907,3,TAM,21,4.3
3908,4,ATL,27,7.9
3909,7,NYJ,19,11.3
3910,8,MIA,8,13.9
3911,9,PIT,14,22.4
3912,10,CAR,2,8.8
3913,11,DEN,22,-0.6
3914,13,CLE,23,3.7
3915,14,MIA,8,3.4
3916,15,BAL,12,5.4
3917,16,BUF,20,7.4
3918,1,TAM,21,6.4
3919,2,NWE,10,13
3920,3,BUF,20,15.8
3921,4,TEN,16,10.8
3922,5,ATL,27,4.7
3923,6,PIT,14,5
3924,7,NWE,10,0.6
3925,8,CIN,5,3.9
3926,10,BUF,20,2.8
3927,11,BAL,12,6.5
3928,12,MIA,8,5.9
3929,13,OAK,29,3.8
3930,14,CAR,2,5.6
3931,15,CLE,23,8
3932,16,MIA,8,8.4
3933,1,IND,9,0.2
3934,2,JAX,28,3.4
3935,3,DEN,22,1.5
3936,5,SDG,11,4.1
3937,6,KAN,6,2.1
3938,7,PIT,14,0.8
3939,8,PHI,17,23.6
3940,9,NYG,18,10.7
3941,10,HOU,24,20.8
3942,11,TEN,16,12.2
3943,12,DAL,26,16.3
3944,14,KAN,6,22.3
3945,15,SDG,11,7.2
3946,16,DEN,22,1.7
3947,2,STL,13,6.8
3948,7,ARI,7,1.3
3949,8,CAR,2,7.6
3950,9,SEA,1,2
3951,10,TAM,21,6.5
3952,12,BUF,20,20.4
3953,13,GNB,25,8.1
3954,15,SFO,3,10.9
3955,16,CAR,2,9.4
3956,1,SFO,10,18.3
3957,2,TEN,30,21.3
3958,3,STL,17,17.1
3959,5,HOU,7,17.2
3960,6,SEA,1,20.6
3961,7,NYG,23,19.2
3962,9,ARI,5,9
3963,10,JAX,26,13.1
3964,11,NYG,23,14.3
3965,12,PHI,22,17.3
3966,13,CHI,31,28.8
3967,14,PHI,22,20.4
3968,15,IND,19,11.8
3969,1,GNB,14,24.4
3970,2,SDG,13,12.3
3971,3,DEN,16,24.8
3972,5,DAL,15,6.2
3973,6,STL,17,7.1
3974,7,CAR,21,6.4
3975,8,OAK,32,26.3
3976,9,NYG,23,40.3
3977,10,KAN,2,12.5
3978,11,ARI,5,8.2
3979,12,SFO,10,11.1
3980,13,PHI,22,15.3
3981,14,SFO,10,15.8
3982,15,ARI,5,23.3
3983,16,STL,17,13.6
3984,1,BUF,4,16.9
3985,2,SFO,10,3.6
3986,3,NYJ,24,7.6
3987,4,GNB,14,17.1
3988,5,CAR,21,20.6
3989,6,ATL,27,27.7
3990,7,MIA,20,22.9
3991,8,NWE,8,24.8
3992,9,GNB,14,8.1
3993,10,MIN,11,17.5
3994,11,TAM,25,23.2
3995,12,DET,3,5.8
3996,13,DAL,15,16
3997,15,DET,3,15.5
3998,16,MIN,11,7.4
3999,1,HOU,7,9.1
4000,2,JAX,26,20.5
4001,3,PHI,22,7.7
4002,4,NYG,23,15
4003,5,SEA,1,2.7
4004,6,ARI,5,5.5
4005,7,TEN,30,5.4
4006,8,DAL,15,14.5
4007,9,MIN,11,22.9
4008,10,TAM,25,13.2
4009,11,SFO,10,19
4010,12,IND,19,8.3
4011,13,STL,17,1.7
4012,14,NYG,23,4.9
4013,15,PHI,22,14.3
4014,16,DAL,15,6.2
4015,2,OAK,32,21
4016,4,BUF,4,6.1
4017,5,DAL,15,29.2
4018,6,IND,19,26.1
4019,7,PIT,18,15.5
4020,8,TEN,30,35.3
4021,9,PHI,22,17.9
4022,12,TEN,30,16.5
4023,13,JAX,26,20.8
4024,14,IND,19,11.7
4025,15,BAL,6,16.1
4026,16,JAX,26,9.3
4027,1,DAL,15,6.6
4028,2,CHI,31,13.5
4029,3,ARI,5,1
4030,4,PHI,22,23.4
4031,5,KAN,2,10.8
4032,6,STL,17,3.8
4033,7,DEN,16,2
4034,8,STL,17,5.8
4035,10,NYG,23,9.4
4036,12,SEA,1,3.6
4037,13,OAK,32,6.3
4038,14,SEA,1,8.9
4039,15,SDG,13,21.8
4040,16,ARI,5,14.9
4041,1,SEA,1,4.5
4042,2,NYJ,24,6.1
4043,3,DET,3,2.5
4044,4,CHI,31,11.9
4045,5,MIN,11,25.2
4046,6,MIA,20,4
4047,7,CAR,21,13.3
4048,9,CHI,31,17.8
4049,10,PHI,22,23.4
4050,11,MIN,11,25.8
4051,12,NWE,8,11.5
4052,13,ATL,27,22.6
4053,14,BUF,4,16.8
4054,15,TAM,25,16.4
4055,16,DET,3,10.6
4056,1,CIN,12,14.4
4057,2,PIT,18,7.2
4058,3,CLE,9,6.5
4059,4,CAR,21,15.7
4060,5,IND,19,15.7
4061,6,TAM,25,11.1
4062,7,ATL,27,9.5
4063,8,CIN,12,10.5
4064,9,PIT,18,10.5
4065,10,TEN,30,23.2
4066,12,SDG,13,12.3
4067,13,MIA,20,13.8
4068,14,JAX,26,4.7
4069,15,HOU,7,3.2
4070,16,CLE,9,13.6
4071,1,DET,3,0.9
4072,2,ARI,5,1.9
4073,3,HOU,7,1.8
4074,5,ATL,27,14.3
4075,6,PHI,22,5.9
4076,7,DAL,15,5.1
4077,8,IND,19,10.6
4078,9,SEA,1,9.8
4079,10,SFO,10,0.6
4080,11,DAL,15,10.7
4081,12,JAX,26,3.7
4082,13,TEN,30,20.7
4083,15,STL,17,11
4084,16,PHI,22,12.2
4085,1,TEN,30,3.4
4086,2,DEN,16,1.2
4087,4,NWE,8,28.8
4088,5,SFO,10,8.4
4089,6,SDG,13,16.7
4090,7,STL,17,21.1
4091,8,NYJ,24,14.8
4092,9,BUF,4,17.8
4093,10,SEA,1,27.8
4094,11,OAK,32,18.2
4095,12,DEN,16,11.9
4096,13,ARI,5,23.1
4097,14,OAK,32,5.3
4098,15,PIT,18,5.7
4099,16,SDG,13,6.2
4100,1,SDG,13,6
4101,2,NYG,23,10.1
4102,3,SFO,10,7.5
4103,4,DEN,16,26.4
4104,6,OAK,32,16
4105,7,PHI,22,12.5
4106,8,DAL,15,19.4
4107,9,STL,17,10.2
4108,10,DET,3,6.6
4109,11,SEA,1,6.3
4110,12,ATL,27,1.2
4111,1,OAK,32,16.2
4112,2,GNB,14,10.7
4113,3,CHI,31,9.6
4114,4,DET,3,10
4115,5,SDG,13,4.4
4116,6,DEN,16,2.1
4117,7,NWE,8,18.5
4118,8,BUF,4,16.3
4119,9,KAN,2,2.2
4120,10,PIT,18,5.1
4121,11,BUF,4,3.8
4122,12,MIA,20,6.2
4123,13,MIN,11,5.7
4124,14,TEN,30,8.6
4125,15,NWE,8,5.3
4126,16,MIA,20,9.7
4127,2,CIN,12,5.3
4128,3,TAM,25,11.4
4129,4,MIN,11,6.2
4130,5,NYG,23,13.4
4131,6,CHI,31,2.5
4132,7,BAL,6,2.5
4133,8,DET,3,12
4134,9,TAM,25,15.5
4135,10,CAR,21,4.7
4136,11,CLE,9,11.1
4137,12,ARI,5,10.1
4138,13,GNB,14,13.6
4139,14,PIT,18,5.7
4140,5,SFO,10,5.2
4141,6,SEA,1,14.5
4142,7,KAN,2,3.3
4143,8,SFO,10,5.7
4144,9,ARI,5,8.1
4145,10,DEN,16,11.4
4146,11,SDG,13,8.8
4147,12,OAK,32,34.4
4148,14,ARI,5,1.3
4149,15,NYG,23,14.3
4150,16,SEA,1,5.7
4151,1,TAM,25,3.7
4152,2,DET,3,11.9
4153,3,PIT,18,5
4154,7,GNB,14,6.2
4155,8,SEA,1,9.4
4156,10,PHI,22,11.9
4157,11,ATL,27,3.9
4158,12,MIN,11,11
4159,14,TAM,25,6.1
4160,15,CLE,9,18.9
4161,16,ATL,27,6.9
4162,1,PIT,18,10
4163,3,BAL,6,10.1
4164,4,TEN,30,3.1
4165,6,JAX,26,0.8
4166,7,OAK,32,2.1
4167,8,TAM,25,11
4168,9,CIN,12,15.4
4169,10,HOU,7,1.2
4170,11,ATL,27,7.1
4171,12,BUF,4,1.6
4172,13,IND,19,5.4
4173,14,CIN,12,2.3
4174,16,BAL,6,16.6
4175,2,OAK,32,8.8
4176,3,NYG,23,2.5
4177,4,BUF,4,1.6
4178,5,DAL,15,2.2
4179,6,IND,19,8.5
4180,7,PIT,18,6.4
4181,8,TEN,30,1
4182,9,PHI,22,15.6
4183,10,CLE,9,6.6
4184,11,CIN,12,0.6
4185,12,TEN,30,7.5
4186,13,JAX,26,2.6
4187,14,IND,19,0.6
4188,15,BAL,6,13.6
4189,1,BAL,6,11
4190,2,ATL,27,22.9
4191,3,TEN,30,17.4
4192,4,NWE,8,7.2
4193,5,CAR,21,21.7
4194,6,IND,19,1.6
4195,7,BAL,6,10.7
4196,11,HOU,7,6.7
4197,12,TAM,25,5.3
4198,13,PIT,18,3.6
4199,14,CLE,9,10.3
4200,15,DEN,16,14.1
4201,16,PIT,18,12.4
4202,1,DET,3,15.6
4203,2,ARI,5,8.9
4204,3,HOU,7,23.6
4205,5,ATL,27,7.2
4206,10,SFO,10,6.7
4207,11,DAL,15,12
4208,12,JAX,26,21.4
4209,13,TEN,30,2.2
4210,16,PHI,22,5.4
4211,1,STL,17,1.5
4212,2,NWE,8,14.4
4213,4,ATL,27,28
4214,5,GNB,14,5.2
4215,6,DET,3,1.3
4216,7,BUF,4,3.7
4217,8,TAM,25,2.7
4218,10,CHI,31,1.4
4219,12,CAR,21,5.7
4220,13,NYJ,24,6.4
4221,14,DET,3,14.6
4222,15,MIA,20,21.7
4223,16,CHI,31,10.8
4224,1,DEN,16,5.1
4225,2,PHI,22,7.5
4226,3,JAX,26,8
4227,4,TEN,30,15.9
4228,5,BAL,6,4.7
4229,6,HOU,7,10.1
4230,7,CIN,12,11.8
4231,9,NYG,23,4.2
4232,10,NWE,8,2.1
4233,11,JAX,26,10.2
4234,13,CLE,9,3
4235,14,HOU,7,4.1
4236,15,DAL,15,0.9
4237,16,TEN,30,2
4238,1,NYJ,24,2.1
4239,2,HOU,7,12.8
4240,3,NWE,8,6.5
4241,4,MIA,20,7.2
4242,5,SDG,13,8.6
4243,6,ARI,5,11.5
4244,7,CLE,9,6.5
4245,8,SEA,1,6.7
4246,9,DEN,16,3.6
4247,10,SDG,13,2.1
4248,11,KAN,2,3.4
4249,12,STL,17,4.5
4250,13,SFO,10,0.5
4251,14,KAN,2,1.3
4252,15,BUF,4,5.4
4253,16,DEN,16,1.9
4254,1,KAN,2,2.5
4255,2,DAL,15,0.3
4256,3,CIN,12,7
4257,4,IND,19,11.7
4258,5,CLE,9,2.7
4259,6,JAX,26,6.8
4260,8,HOU,7,6
4261,9,BAL,6,7.4
4262,10,PIT,18,10.5
4263,11,PHI,22,3.1
4264,12,HOU,7,4.2
4265,13,NYG,23,2.7
4266,14,NYJ,24,2.6
4267,15,JAX,26,5.3
4268,16,IND,19,-0.2
4269,1,TEN,27,5.4
4270,3,HOU,8,4.6
4271,4,CAR,6,20.3
4272,5,JAX,31,33.8
4273,7,ATL,14,7.8
4274,8,NYG,30,2.3
4275,9,DAL,16,10.3
4276,10,PHI,28,23.5
4277,11,IND,25,9.8
4278,12,ATL,14,14
4279,14,STL,13,9.7
4280,15,CHI,20,7.5
4281,16,CAR,6,10.8
4282,1,CIN,2,8
4283,2,BAL,24,14.7
4284,3,CLE,29,20.9
4285,4,CHI,20,6.1
4286,5,DEN,4,5.7
4287,6,SDG,21,14.6
4288,7,NYJ,9,11.9
4289,8,PIT,11,7.5
4290,9,MIN,5,7.7
4291,10,DET,23,8.8
4292,11,TEN,27,8.2
4293,12,KAN,3,15.7
4294,13,DEN,4,2.7
4295,14,GNB,12,8
4296,15,SDG,21,17.7
4297,16,KAN,3,5.6
4298,1,PHI,28,4.7
4299,2,NYG,30,11.9
4300,3,DAL,16,37.3
4301,4,HOU,8,32.9
4302,7,TEN,27,13
4303,8,TAM,26,13.1
4304,9,SFO,18,13.9
4305,10,IND,25,4.3
4306,12,TAM,26,10.3
4307,13,CAR,6,4.2
4308,14,JAX,31,16.1
4309,15,CAR,6,15
4310,1,BUF,15,3.1
4311,2,NYJ,9,4.1
4312,3,TEN,27,21.4
4313,4,JAX,31,6.7
4314,5,HOU,8,15.8
4315,6,NWE,10,9.4
4316,8,CAR,6,9.2
4317,9,DEN,4,16.2
4318,10,ATL,14,6
4319,11,TAM,26,3.7
4320,12,PIT,11,15.4
4321,13,JAX,31,5.9
4322,14,HOU,8,5.9
4323,15,MIA,19,21.5
4324,16,TEN,27,7.6
4325,1,CLE,29,22
4326,2,IND,25,6
4327,4,MIA,19,22.6
4328,6,NWE,10,11.3
4329,7,OAK,22,4.1
4330,8,JAX,31,16.8
4331,9,BUF,15,11.5
4332,10,HOU,8,4.5
4333,11,MIA,19,16.2
4334,12,NYG,30,4.9
4335,13,TEN,27,10.7
4336,14,DAL,16,4.2
4337,15,NWE,10,4.2
4338,16,BUF,15,8.1
4339,1,JAX,31,8.1
4340,2,HOU,8,5.9
4341,4,TAM,26,5
4342,5,SEA,1,20.6
4343,6,PHI,28,12.5
4344,7,IND,25,12.3
4345,8,GNB,12,6.8
4346,9,TEN,27,15.1
4347,11,DAL,16,7.7
4348,13,ATL,14,14.9
4349,1,NYG,30,3.5
4350,2,PHI,28,5.2
4351,3,ATL,14,9.5
4352,5,NWE,10,7.8
4353,6,NYG,30,22.2
4354,7,SEA,1,11.3
4355,8,PHI,28,12.2
4356,9,TAM,26,5.8
4357,10,MIA,19,14.9
4358,11,CAR,6,7.6
4359,13,GNB,12,11.1
4360,14,NYJ,9,11.3
4361,15,BUF,15,9.8
4362,1,GNB,12,22.6
4363,2,ARI,7,10.5
4364,3,SEA,1,7.4
4365,4,OAK,22,13.5
4366,5,KAN,3,16.9
4367,6,DET,23,16.9
4368,7,MIN,5,6.9
4369,11,GNB,12,5.3
4370,12,SFO,18,18.3
4371,14,MIN,5,16.4
4372,15,TAM,26,7.7
4373,16,DET,23,17
4374,1,BAL,24,4.1
4375,2,KAN,3,3.4
4376,3,DET,23,7.6
4377,4,MIN,5,16.8
4378,5,OAK,22,2.6
4379,6,CLE,29,11.5
4380,7,GNB,12,17.5
4381,8,IND,25,0.1
4382,9,KAN,3,11.1
4383,10,CHI,20,10.4
4384,11,NWE,10,11.9
4385,12,SDG,21,5.6
4386,13,OAK,22,6.1
4387,14,PIT,11,2.8
4388,15,CIN,2,7.2
4389,16,SDG,21,18.7
4390,1,MIA,19,12.1
4391,2,STL,13,7.2
4392,3,NYG,30,1.9
4393,4,PHI,28,6.5
4394,5,ATL,14,1.5
4395,6,NYJ,9,3.2
4396,7,TAM,26,0.7
4397,8,NWE,10,1
4398,10,CAR,6,9
4399,11,NYG,30,1.2
4400,12,DAL,16,8.4
4401,13,CHI,20,8.4
4402,14,BUF,15,4.9
4403,15,PHI,28,10
4404,1,DAL,16,11.2
4405,2,ATL,14,2.4
4406,4,BUF,15,15.2
4407,5,SFO,18,6.7
4408,6,PHI,28,6.3
4409,7,DAL,16,1.9
4410,9,TAM,26,4.7
4411,10,NWE,10,5.1
4412,12,NYJ,9,3.3
4413,13,MIA,19,10.2
4414,14,CAR,6,14.7
4415,15,MIN,5,13.6
4416,16,PHI,28,23.6
4417,1,ATL,14,14
4418,2,DAL,16,5.5
4419,6,NYG,30,18.6
4420,7,CAR,6,7
4421,8,DAL,16,22.1
4422,9,MIA,19,11.9
4423,10,TAM,26,7.1
4424,11,DET,23,3
4425,12,NWE,10,2.4
4426,13,BUF,15,3.7
4427,14,ARI,7,0.3
4428,16,NYG,30,10.9
4429,1,CHI,20,15.9
4430,2,SEA,1,0.9
4431,3,KAN,3,8.7
4432,4,SFO,18,9.3
4433,5,STL,13,3.5
4434,6,SDG,21,2
4435,7,DEN,4,10.7
4436,8,CAR,6,-1
4437,10,MIN,5,10.6
4438,11,CHI,20,17.9
4439,12,DET,23,0.1
4440,13,DAL,16,20.8
4441,14,OAK,22,2.3
4442,15,ARI,7,14.8
4443,16,MIN,5,4.1
4444,1,NYJ,9,3.3
4445,2,TEN,27,13.2
4446,3,OAK,22,3.6
4447,4,SDG,21,12.5
4448,5,BAL,24,14.7
4449,6,DEN,4,4.1
4450,7,STL,13,0.9
4451,8,ARI,7,2.6
4452,9,CIN,2,6.4
4453,10,PIT,11,0.7
4454,11,BAL,24,6.4
4455,12,CIN,2,27.4
4456,13,SFO,18,3
4457,14,SEA,1,14.8
4458,15,KAN,3,5.3
4459,1,DET,23,4.7
4460,2,CIN,2,9.8
4461,3,MIN,5,5.1
4462,4,CLE,29,4.6
4463,5,PIT,11,7.4
4464,6,GNB,12,0.9
4465,7,OAK,22,2.9
4466,8,BAL,24,6.1
4467,9,CHI,20,5.6
4468,10,KAN,3,4.9
4469,11,JAX,31,8
4470,12,DEN,4,4.3
4471,13,KAN,3,6.3
4472,14,MIA,19,4.7
4473,1,KAN,3,4.9
4474,2,CAR,6,1
4475,3,TAM,26,19.9
4476,4,ATL,14,1.7
4477,5,IND,25,3.3
4478,6,JAX,31,0.8
4479,7,MIA,19,7.2
4480,8,TEN,27,3.1
4481,9,CIN,2,15.2
4482,10,NYJ,9,14.1
4483,12,BUF,15,8.7
4484,13,NWE,10,5
4485,14,IND,25,10.4
4486,2,BUF,15,0.4
4487,3,JAX,31,27.2
4488,4,DAL,16,7.4
4489,5,IND,25,22.4
4490,6,NYJ,9,7.4
4491,7,MIA,19,18.9
4492,9,NYG,30,6.1
4493,10,BUF,15,2.7
4494,11,DEN,4,5.4
4495,12,PHI,28,5.3
4496,1,OAK,22,8.8
4497,2,SDG,21,13.9
4498,3,BAL,24,8.3
4499,4,KAN,3,12.2
4500,5,SEA,1,10.1
4501,6,BUF,15,13.3
4502,7,PIT,11,3.4
4503,8,CLE,29,8.6
4504,9,HOU,8,7.9
4505,10,ARI,7,14.6
4506,11,STL,13,6.7
4507,12,CLE,29,3.5
4508,13,PIT,11,6.7
4509,14,SFO,18,5.1
4510,15,DEN,4,4.3
4511,16,BAL,24,4.8
4512,1,DEN,4,5.6
4513,2,OAK,22,8
4514,3,CIN,2,2.9
4515,4,PIT,11,15
4516,5,CLE,29,23
4517,6,SFO,18,10.1
4518,7,ARI,7,10.4
4519,8,SDG,21,7.4
4520,9,JAX,31,6.4
4521,10,STL,13,2.6
4522,1,NYG,2,11.2
4523,3,CHI,24,16
4524,4,SFO,32,21.7
4525,5,CIN,8,29.1
4526,6,GNB,21,17.4
4527,7,PHI,12,14.8
4528,8,CLE,30,21.7
4529,9,PIT,10,38.9
4530,10,BAL,9,12.7
4531,12,MIN,6,16.5
4532,13,NYG,2,10.7
4533,14,TAM,15,24.8
4534,15,DET,13,21.2
4535,1,ARI,14,11
4536,2,MIA,18,18.3
4537,3,HOU,11,22.5
4538,4,BUF,17,5.8
4539,5,CLE,30,9.7
4540,6,CIN,8,13
4541,7,PIT,10,25.4
4542,8,BUF,17,10.3
4543,9,SEA,3,24.9
4544,10,SFO,32,12.4
4545,11,NYJ,28,6.7
4546,12,LAR,23,14.8
4547,13,BAL,9,13.9
4548,14,DEN,4,9.1
4549,15,NYJ,28,17
4550,16,MIA,18,11.1
4551,1,MIN,6,17.7
4552,2,DET,13,14.5
4553,3,OAK,20,21.5
4554,4,HOU,11,23.9
4555,5,MIA,18,13.7
4556,6,CLE,30,12.5
4557,7,IND,22,18.7
4558,8,JAX,25,18.8
4559,9,SDG,29,14
4560,10,GNB,21,26
4561,11,IND,22,13.9
4562,12,CHI,24,8.4
4563,13,DEN,4,15.2
4564,14,KAN,7,14.1
4565,15,JAX,25,6
4566,16,HOU,11,1.9
4567,1,DET,13,7.8
4568,2,DEN,4,12.3
4569,3,SDG,29,14.3
4570,4,JAX,25,15.5
4571,5,CHI,24,7.9
4572,6,HOU,11,10.8
4573,7,TEN,16,14.3
4574,8,KAN,7,12.2
4575,9,GNB,21,19.1
4576,10,TEN,16,12.1
4577,11,PIT,10,3.1
4578,12,NYJ,28,7.9
4579,13,HOU,11,13.4
4580,14,MIN,6,11.5
4581,15,OAK,20,6.4
4582,16,JAX,25,7.6
4583,2,NWE,1,2.5
4584,3,CLE,30,8.8
4585,4,CIN,8,4.6
4586,5,TEN,16,10.2
4587,6,PIT,10,32.7
4588,7,BUF,17,27.6
4589,8,NYJ,28,19
4590,9,SDG,29,8
4591,10,LAR,23,8.4
4592,11,SFO,32,11.6
4593,12,BAL,9,8.7
4594,13,ARI,14,6.3
4595,14,NYJ,28,5.1
4596,15,BUF,17,26.9
4597,16,NWE,1,7.9
4598,1,KAN,7,17.7
4599,2,JAX,25,18
4600,3,IND,22,13.8
4601,5,OAK,20,12.7
4602,6,DEN,4,9.4
4603,7,ATL,27,30.1
4604,8,DEN,4,15.5
4605,9,TEN,16,32.1
4606,10,MIA,18,13.2
4607,11,HOU,11,8.9
4608,12,TAM,15,19.8
4609,13,CAR,26,0.5
4610,2,PHI,12,3.1
4611,3,DAL,5,9.2
4612,4,DET,13,13.2
4613,5,IND,22,22.3
4614,6,JAX,25,10
4615,7,GNB,21,2.2
4616,8,MIN,6,26.2
4617,9,TAM,15,8
4618,10,NYG,2,9.9
4619,11,TEN,16,12.7
4620,12,SFO,32,29.7
4621,13,DET,13,11
4622,14,GNB,21,17.3
4623,16,MIN,6,13.5
4624,1,TAM,15,4
4625,2,OAK,20,9.3
4626,4,CAR,26,12.4
4627,5,DEN,4,18.3
4628,6,SEA,3,5
4629,7,SDG,29,10
4630,8,GNB,21,17.8
4631,9,TAM,15,10.5
4632,10,PHI,12,8.1
4633,11,ARI,14,19.7
4634,12,KAN,7,22.5
4635,13,LAR,23,1.8
4636,14,SFO,32,31.5
4637,15,CAR,26,8.8
4638,1,CIN,8,15.5
4639,2,BUF,17,28.9
4640,3,KAN,7,6.4
4641,4,SEA,3,4.3
4642,5,PIT,10,6
4643,6,ARI,14,2.2
4644,7,BAL,9,25.4
4645,8,CLE,30,21.8
4646,9,MIA,18,15.7
4647,10,LAR,23,10.9
4648,11,NWE,1,5
4649,12,IND,22,7.9
4650,13,SFO,32,0.8
4651,14,MIA,18,2.8
4652,1,DEN,4,6.4
4653,2,SFO,32,1.6
4654,7,ARI,14,22
4655,8,LAR,23,4.2
4656,9,KAN,7,3.9
4657,11,OAK,20,21.6
4658,12,SEA,3,3.3
4659,13,SDG,29,12.6
4660,15,ATL,27,5.2
4661,16,TAM,15,13.2
4662,1,LAR,23,21.3
4663,2,CAR,26,3.2
4664,3,SEA,3,24.5
4665,4,DAL,5,13.9
4666,5,ARI,14,17.4
4667,6,BUF,17,5.2
4668,9,ARI,14,1.4
4669,10,NWE,1,11
4670,11,MIA,18,15.5
4671,12,CHI,24,9.8
4672,13,NYJ,28,26
4673,14,ATL,27,5.7
4674,15,LAR,23,10.2
4675,1,SDG,29,25.9
4676,2,HOU,11,8.5
4677,3,NYJ,28,6.3
4678,4,PIT,10,7.6
4679,5,OAK,20,22.3
4680,7,IND,22,4.7
4681,9,CAR,26,7.2
4682,10,TAM,15,8.5
4683,11,DEN,4,9.6
4684,12,ATL,27,17.2
4685,13,OAK,20,6.3
4686,14,TEN,16,9.4
4687,15,DEN,4,8.2
4688,1,PHI,12,13.8
4689,2,BAL,9,20.8
4690,3,MIA,18,7.9
4691,5,NWE,1,4
4692,6,TEN,16,3.6
4693,7,CIN,8,13.9
4694,8,NYJ,28,12.3
4695,9,DAL,5,6.7
4696,10,BAL,9,5.3
4697,11,PIT,10,2.3
4698,12,NYG,2,7.1
4699,13,CIN,8,11.8
4700,14,BUF,17,2.8
4701,15,SDG,29,17.8
4702,16,PIT,10,14.8
4703,2,ATL,27,16.1
4704,3,TEN,16,9.8
4705,4,BAL,9,2.4
4706,7,JAX,25,18.3
4707,8,TAM,15,7.1
4708,9,DEN,4,30.7
4709,10,HOU,11,9.2
4710,11,CAR,26,14.8
4711,12,BUF,17,22.5
4712,13,KAN,7,16.3
4713,14,SDG,29,7.2
4714,15,IND,22,5.1
4715,16,DEN,4,2.5
4716,1,BUF,17,3.8
4717,2,CLE,30,5.7
4718,3,JAX,25,5.3
4719,4,OAK,20,17.3
4720,6,NYG,2,24.3
4721,7,NYJ,28,1
4722,8,PIT,10,2.7
4723,9,CLE,30,7.7
4724,10,DAL,5,11.3
4725,11,CIN,8,6.4
4726,12,MIA,18,18.8
4727,13,NWE,1,2.6
4728,14,PHI,12,12.2
4729,15,PIT,10,5.5
4730,16,CIN,8,3.5
4731,1,DAL,5,7.8
4732,6,BAL,9,3.5
4733,7,LAR,23,10.9
4734,8,PHI,12,3.9
4735,9,CIN,8,10.9
4736,10,CHI,24,18.9
4737,11,CLE,30,5.9
4738,12,PIT,10,11.3
4739,13,DAL,5,5.7
4740,14,DET,13,3.8
4741,15,PHI,12,5.1
4742,1,CAR,26,-1.2
4743,2,IND,22,5.1
4744,3,CIN,8,2.5
4745,4,TAM,15,3
4746,5,ATL,27,5.9
4747,6,SDG,29,5.3
4748,7,HOU,11,14.7
4749,8,SDG,29,12.4
4750,9,OAK,20,3
4751,11,KAN,7,10.1
4752,12,JAX,25,9.7
4753,13,TEN,16,1.1
4754,14,NWE,1,3.3
4755,15,KAN,7,5.1
4756,16,OAK,20,22.9
4757,2,DAL,5,0.7
4758,3,NYG,2,0.4
4759,4,CLE,30,1.8
4760,5,BAL,9,5.9
4761,6,PHI,12,7.6
4762,7,DET,13,14.7
4763,8,CIN,8,9.5
4764,9,MIN,6,31.7
4765,10,GNB,21,4.2
4766,11,DAL,5,6.3
4767,12,ARI,14,14.8
4768,13,PHI,12,11.5
4769,14,CAR,26,8.2
4770,15,CHI,24,3.3
4771,1,TEN,16,0.9
4772,2,GNB,21,0.1
4773,3,CAR,26,6.7
4774,4,NYG,2,15.5
4775,5,HOU,11,4.6
4776,6,PHI,12,4.8
4777,8,DET,13,0.8
4778,10,ARI,14,4.1
4779,11,DET,13,7.6
4780,12,DAL,5,11.5
4781,13,JAX,25,6.9
4782,14,IND,22,7.1
4783,15,GNB,21,8.5
4784,16,CHI,24,23
4785,1,CLE,30,13.7
4786,2,CHI,24,15.5
4787,3,PIT,10,11.5
4788,4,DET,13,6
4789,6,MIN,6,7.1
4790,7,DAL,5,7.5
4791,8,NYG,2,27.9
4792,9,ATL,27,3.1
4793,10,SEA,3,6
4794,14,BAL,9,6.2
4795,1,ATL,27,9.6
